ID,type,time,dayofweek,models,params,queuelen,trials,duration
1433,,0.708333333,1,1,10031,0,40,0
2373,,0.479166667,3,31,3083,6,40,0
3551,6,0.586805556,2,4,123,0,22,0
3660,13,0.760416667,2,9,3868,43,40,0
1458,14,0.745833333,2,52,387,0,40,2
3097,7,0.232638889,5,8,1634,0,40,0
1415,9,0.745833333,1,602,323,0,40,3
2762,9,0.545138889,7,30,544,0,40,1
846,14,0.779166667,4,21,3338,0,40,1
193,9,0.451388889,2,4,4708,245,40,1
1464,9,0.518055556,4,23,848,340,40,0
2621,9,0.199305556,3,10,11518,0,40,0
946,13,0.759027778,5,18,10803,0,40,0
2021,,0.359027778,4,61,2890,1,20,0
2551,12,0.488888889,3,3,2537,0,40,1
1629,9,0.54375,4,56,2151,0,40,2
2928,3,0.509027778,3,147,5945,0,40,1
117,,0.550694444,2,1,76,0,40,0
645,13,0.480555556,3,15,,1,40,0
1870,9,0.642361111,2,40,996,0,40,1
3,5,0.424305556,5,8,4023,30,40,0
74,13,0.413194444,5,221,9461,0,40,3
1755,4,0.5875,2,88,962,0,40,1
467,0,0.232638889,3,23,8265,0,40,2
5,9,0.898611111,3,13,2654,0,40,1
1246,,0.526388889,2,3,77,0,40,0
919,4,0.630555556,5,7,16248,0,22,0
2595,14,0.431944444,5,6,,0,40,0
228,14,0.884722222,5,71,2845,0,400,3
1063,7,0.547916667,5,21,5470,0,100,3
2590,0,0.634722222,2,13,4272,0,40,1
242,11,0.597916667,5,46,233939,0,40,2
2946,9,0.240972222,2,5,1894,0,40,0
3476,14,0.76875,4,18,3297,0,40,1
1160,3,0.573611111,1,18,253,0,40,0
4300,9,0.795138889,3,5,76,0,40,0
3850,9,0.877777778,7,27,203,0,40,0
3408,8,0.624305556,2,14,58825,0,40,0
2890,9,0.574305556,1,21,526,2,40,0
2563,0,0.438888889,5,24,1371,0,40,1
2671,13,0.506944444,5,2,,0,40,0
1526,9,0.688888889,5,1,952,0,40,0
1605,13,0.740277778,5,8,2702,1,20,1
4181,9,0.7,1,6,75,0,100,1
2324,11,0.674305556,3,2,23916,0,40,0
2709,2,0.808333333,4,7,8422,0,40,0
3548,,0.434027778,4,27,8548,0,20,0
3899,12,0.476388889,3,31,3023,0,40,1
1989,9,0.467361111,5,13,1667,0,40,0
4172,7,0.438194444,4,222,,0,40,2
2362,,0.688888889,3,5,874,0,40,0
1975,9,0.666666667,1,1,1191,0,200,0
1761,,0.202777778,5,8,1594,0,40,0
1305,14,0.478472222,2,2,1611,0,40,1
2739,13,0.243055556,4,219,806,0,40,2
1541,14,0.757638889,2,21,3249,662,40,2
3990,,0.452777778,5,200,14576,0,40,3
2472,9,0.729166667,2,6,2024,0,40,0
2642,9,0.679166667,1,10,9905,0,40,0
2795,9,0.3125,6,7,3074,0,40,0
622,3,0.348611111,3,1,73,0,40,0
3527,9,0.621527778,2,12,5419,0,40,1
1493,7,0.621527778,5,18,6280,1038,40,2
110,9,0.223611111,5,62,675,1,20,1
2275,8,0.49375,2,132,13110,0,40,0
3456,12,0.574305556,3,8,2082,14,40,1
1169,14,0.414583333,3,18,3273,16,100,1
3755,11,0.499305556,5,3,110646,0,40,0
232,8,0.633333333,4,1,29195,0,40,0
66,2,0.759027778,2,8,25655,0,40,0
1603,9,0.780555556,4,11,368,0,40,0
2072,9,0.545833333,7,39,543,0,40,1
3283,14,0.604861111,2,17,3235,311,100,1
2192,,0.390972222,3,3,1919,0,40,1
536,3,0.530555556,5,7,774,0,40,0
2859,2,0.697222222,3,265,7681,0,40,2
125,8,0.735416667,3,7,31297,0,40,0
2133,,0.415972222,3,17,3256,0,100,1
1254,9,0.425694444,5,1,546,0,40,0
3795,4,0.679166667,5,1,106,0,40,0
1976,8,0.495138889,7,31,20805,0,40,0
3756,9,0.859722222,2,4,823,0,40,0
3544,9,0.483333333,1,14,2507,0,40,0
2075,,0.279861111,5,62,12881,0,20,0
484,,0.581944444,3,14,1705,3,40,2
1654,11,0.679166667,5,1,23922,0,40,0
1215,9,0.522222222,3,31,1851,0,40,0
3086,14,0.452083333,2,4,4692,61,40,1
4193,9,0.491666667,3,82,937,44,20,2
3814,2,0.698611111,5,8,45761,0,40,0
3492,,0.455555556,3,1,227,0,40,0
3345,14,0.156944444,6,71,4270,0,400,3
3936,9,0.590972222,3,1,895,0,40,0
1774,,0.648611111,4,18,3353,0,40,0
2410,11,0.525694444,3,83,19287,0,20,0
2797,8,0.408333333,1,3,99261,0,40,0
918,8,0.566666667,3,13,,0,40,0
1646,8,0.440972222,2,2,,0,40,0
1026,9,0.534027778,1,2,476,0,40,0
1030,,0.699305556,5,8,6577,20,40,1
882,14,0.763888889,3,21,,168,100,2
1335,13,0.350694444,4,8,286,3,20,2
2746,8,0.826388889,3,6,21520,0,40,0
3390,13,0.733333333,2,52,6152,3374,40,2
2713,9,0.788194444,4,18,,1,40,0
364,9,0.548611111,3,10,2201,0,40,0
3287,8,0.661805556,5,13,37067,0,40,0
2125,14,0.601388889,4,28,514,0,40,1
27,4,0.690972222,5,2,351,0,40,0
473,9,0.546527778,7,33,528,0,40,1
525,9,0.877083333,7,17,214,0,40,0
725,,0.471527778,5,14,1942,224,40,1
55,9,0.491666667,3,16,,1,40,0
638,8,0.697222222,5,5,28522,0,40,0
302,3,0.580555556,2,26,1187,0,40,0
2766,14,0.630555556,5,17,3240,0,40,1
3997,,0.740277778,1,11,624,431,40,1
1276,12,0.454861111,2,1,4014,0,200,2
4036,12,0.521527778,1,8,6387,0,100,1
624,14,0.660416667,4,13,1306,0,400,3
2055,9,0.292361111,4,10,423,1,40,0
1280,13,0.011111111,4,55,4847,0,40,1
2851,12,0.778472222,1,17,6535,0,40,1
1049,14,0.511805556,3,1,808,0,200,1
336,7,0.911111111,5,16,3736,0,400,3
47,14,0.6,2,18,3202,21,100,1
2878,9,0.815277778,4,35,1151,0,40,0
106,,0.434722222,2,5,402,0,40,0
2397,9,0.411805556,5,2,799,0,200,0
1079,9,0.665277778,3,5,281,0,40,0
2286,12,0.640972222,2,12,8241,0,40,2
2261,7,0.644444444,2,13,4566,0,40,3
1144,14,0.595833333,3,16,3246,0,40,1
3644,14,0.755555556,4,17,3196,0,40,1
2296,14,0.7625,4,1,2830,0,40,0
2841,12,0.424305556,4,7,7841,0,40,1
3144,8,0.655555556,3,7,39724,0,40,0
1836,,0.529166667,5,7,16923,0,40,0
1753,9,0.693055556,2,5,2553,0,60,0
1101,0,0.396527778,1,7,2590,160,40,0
1968,8,0.797222222,4,18,21344,0,40,0
3463,7,0.478472222,4,222,2075,0,40,3
3117,8,0.6125,3,219,10852,0,40,1
2393,7,0.520833333,5,14,4847,0,40,1
523,,0.870833333,1,9,1621,0,40,1
2280,14,0.442361111,1,20,3274,242,100,2
2692,,0.772222222,4,6,8204,0,40,0
2885,13,0.020138889,2,55,4909,0,40,1
1428,11,0.738888889,2,2,153512,0,200,1
2581,9,0.25,3,1,80,0,40,0
3996,6,0.720833333,2,9,1106,30,40,0
603,6,0.522222222,4,23,446,3,40,1
1489,7,0.396527778,1,7,1107,184,40,1
4194,12,0.454861111,3,16,9260,489,40,1
3122,,0.447222222,3,20,3784,73,100,2
3725,9,0.524305556,4,5,2529,0,40,0
60,9,0.651388889,2,5,2165,0,40,0
1969,8,0.486111111,2,28,163118,0,40,0
671,9,0.729166667,2,4,177,0,40,0
92,9,0.736111111,5,17,1263,0,400,2
666,,0.574305556,3,8,707,125,40,1
3443,12,0.479861111,2,12,3766,0,40,1
1887,6,0.663888889,1,2,292,0,40,0
3266,,0.75,1,12,15559,0,40,1
280,13,0.539583333,4,57,6164,0,40,2
1719,14,0.150694444,5,56,4255,0,400,3
3471,2,0.653472222,3,31,9697,0,40,0
359,,0.422916667,1,13,,0,40,0
899,13,0.704861111,5,16,3670,38,40,0
1935,7,0.679166667,5,13,4439,186,40,2
4201,0,0.661111111,3,4,1416,0,40,0
1994,13,0.488888889,3,3,2532,0,40,0
3525,,0.633333333,2,12,166611,0,40,0
2895,12,0.73125,2,2,3078,0,40,1
3254,5,0.694444444,3,184,63298,2,40,3
760,9,0.057638889,4,9,262,0,40,0
2158,0,0.754166667,5,16,,0,400,3
4018,4,0.902083333,3,4,497,0,40,0
42,7,0.909722222,2,46,701,0,40,1
2173,14,0.441666667,5,16,3294,0,40,1
204,6,0.750694444,5,17,1192,0,400,2
1473,0,0.319444444,5,31,4307,0,40,1
2100,,0.736111111,2,51,1157,3822,40,2
2593,9,0.658333333,1,1,1149,0,200,0
68,14,0.645833333,2,2,1446,0,40,1
3670,12,0.481944444,3,16,,30,40,1
1875,9,0.781944444,5,21,,0,40,0
2832,13,0.730555556,1,27,4742,0,40,0
3631,2,0.544444444,2,220,92398,0,40,3
2231,14,0.414583333,5,1,,0,200,1
137,9,0.4625,4,4,2542,0,40,0
2947,11,0.563194444,1,33,33413,0,40,0
796,9,0.545833333,7,36,499,0,40,1
2180,11,0.7,3,4,39610,0,40,0
2128,4,0.659027778,4,10,1214,0,40,0
3177,13,0.51875,4,23,2557,340,40,0
758,8,0.641666667,3,6,708,0,40,0
541,9,0.784027778,2,5,393,0,40,0
1019,9,0.544444444,7,27,516,0,40,1
3488,6,0.490972222,3,83,945,6,20,0
3031,,0.678472222,1,9,3505,0,40,0
165,14,0.686805556,2,21,3264,40,400,3
248,,0.838888889,3,7,47244,0,40,2
1331,8,0.675,3,5,18913,0,40,0
2017,13,0.447916667,3,2,2164,0,40,0
446,13,0.65625,2,2,14521,0,40,0
2482,13,0.001388889,4,160,2697,19,40,1
2906,9,0.475,5,14,128,0,40,0
1358,5,0.579166667,2,29,5127,5,40,0
2845,14,0.685416667,1,46,610,2,40,1
2145,9,0.659027778,3,147,6316,0,40,3
1329,14,0.493055556,5,19,3328,19,40,1
2853,7,0.593055556,5,46,16423,231,40,2
2785,12,0.439583333,1,7,6940,0,40,1
763,8,0.342361111,1,13,43420,0,20,0
3493,,0.585416667,5,17,3240,0,40,1
2150,14,0.613888889,3,21,3248,0,40,1
434,14,0.642361111,3,16,3263,10,40,1
2122,12,0.552083333,4,2,90,0,40,0
577,,0.568055556,2,24,7961,4,40,1
2900,4,0.727083333,2,52,107,0,40,0
3651,8,0.679166667,3,17,78754,0,40,0
3278,9,0.459027778,4,11,823,0,40,0
2966,5,0.727777778,2,52,683,2970,40,0
3374,14,0.469444444,3,20,3293,0,100,1
2814,11,0.698611111,4,6,80656,0,40,0
4147,13,0.579861111,2,2,7239,149,40,1
2448,9,0.454861111,3,16,3278,511,40,0
1848,8,0.728472222,2,52,36566,0,40,0
762,,0.503472222,3,15,9155,2,40,1
3037,12,0.585416667,1,6,3357,13,40,1
388,6,0.616666667,2,26,1611,0,40,1
235,,0.760416667,1,16,2517,0,40,0
4262,9,0.545833333,7,38,505,0,40,1
1984,6,0.581944444,3,1,521,0,40,0
267,14,0.709027778,1,4,74,0,40,0
3377,14,0.661805556,4,13,1303,0,400,3
770,14,0.586111111,5,18,3224,19,40,1
2165,14,0.59375,3,15,3229,2,40,1
437,9,0.68125,5,3,991,0,40,0
673,13,0.816666667,1,11,8579,0,40,1
249,9,0.413888889,5,2,730,0,40,0
2201,14,0.453472222,3,9,821,22,40,0
1574,,0.352777778,5,8,1357,0,40,0
3143,9,0.545138889,7,30,,0,40,1
2142,14,0.75625,4,19,3327,0,40,1
3419,2,0.4625,1,222,48421,0,40,3
2081,3,0.498611111,5,2,293,0,40,0
4012,14,0.727083333,1,20,3267,12,100,2
3935,7,0.436805556,5,8,2411,0,40,1
880,,0.570138889,1,34,1640,16,40,2
448,14,0.753472222,4,16,3229,24,40,1
1469,7,0.639583333,4,2,634,0,40,0
716,8,0.756944444,5,13,60222,0,40,0
3662,12,0.471527778,5,13,5434,46,40,1
4008,7,0.522222222,3,31,,0,40,1
2048,13,0.192361111,5,27,4672,0,40,0
1901,9,0.452777778,3,9,806,50,40,0
3817,8,0.652083333,3,26,26979,0,40,0
3149,,0.707638889,2,24,162,0,40,1
3156,,0.619444444,2,13,8670,0,40,2
1168,8,0.600694444,3,6,9822,0,40,0
82,,0.449305556,3,5,803,21,40,0
3529,14,0.736111111,4,23,2486,0,80,3
3697,,0.466666667,5,13,50632,0,40,0
2724,11,0.416666667,5,8,24768,0,40,0
3044,9,0.545833333,7,33,553,0,40,1
3094,6,0.763888889,2,9,1089,0,40,0
1460,9,0.724305556,2,22,884,0,40,0
2818,9,0.345138889,5,12,1003,0,40,0
1893,13,0.017361111,1,55,4854,0,40,1
1668,12,0.663194444,1,1,3283,0,200,2
2756,3,0.704166667,5,16,1227,0,40,0
2000,5,0.628472222,3,147,30774,0,40,3
475,9,0.480555556,5,2,1621,0,40,0
517,8,0.563194444,5,9,64376,0,20,0
3973,6,0.697222222,5,10,1982,286,40,1
404,2,0.302083333,2,222,12050,0,40,2
384,14,0.794444444,4,16,3289,0,40,1
3712,13,0.704861111,2,8,311,3,20,1
3767,8,0.735416667,5,14,43912,0,20,0
2152,13,0.659722222,4,18,9400,0,40,2
1633,9,0.34375,2,4,978,0,40,0
4234,13,0.460416667,5,21,5571,0,100,1
688,14,0.789583333,4,20,3310,0,40,1
3726,7,0.423611111,3,1,554,0,40,0
2874,5,0.391666667,3,3,8943,0,40,1
1240,9,0.404861111,2,5,9732,0,40,0
62,7,0.685416667,5,6,1916,0,40,1
3353,9,0.570138889,3,62,960,0,20,1
852,2,0.422916667,3,82,19332,0,20,1
4151,8,0.591666667,2,13,,0,40,0
3786,13,0.395833333,1,8,2577,141,40,0
1262,5,0.685416667,3,1,2214,0,40,0
223,,0.488888889,3,15,64089,0,40,0
2193,7,0.59375,3,27,4017,0,40,1
3136,9,0.684722222,5,11,12735,0,40,1
373,,0.675694444,5,6,1340,379,40,1
1824,3,0.407638889,1,4,477,0,40,0
4044,9,0.642361111,2,8,,0,20,0
3190,,0.581944444,5,6,9170,0,40,1
4238,,0.675694444,2,26,3199,0,40,1
3979,9,0.724305556,6,7,292,0,40,0
3322,10,0.715972222,2,53,259,0,20,0
3313,13,0.695833333,5,10,7821,0,40,0
797,7,0.607638889,5,17,6305,111,40,1
2871,14,0.788194444,4,16,3273,0,40,1
9,9,0.405555556,1,13,2500,0,40,0
2497,14,0.679166667,1,45,598,0,40,1
1944,9,0.586805556,2,88,1017,10,40,1
1838,5,0.415277778,4,1,8632,0,40,1
708,2,0.375,2,23,47148,0,40,0
255,6,0.636805556,1,1,,0,30,0
2930,2,0.686805556,3,4,38473,0,40,0
1617,,0.4875,2,4,2260,0,40,0
389,14,0.673611111,5,2,1058,0,40,1
3735,,0.690972222,4,5,533,0,20,0
1581,8,0.434722222,2,5,36740,0,40,0
2956,2,0.660416667,3,4,38077,0,40,0
924,0,0.913194444,1,200,32473,0,40,3
2799,2,0.531944444,3,82,19320,0,20,0
3613,14,0.441666667,1,21,3251,215,100,1
2508,6,0.755555556,5,13,1187,0,400,2
2036,3,0.673611111,3,3,332,0,40,0
3668,3,0.686111111,3,1,168,0,40,0
1224,14,0.790972222,4,16,3299,0,40,1
3216,,0.246527778,5,62,640,1,20,0
3006,4,0.563194444,1,33,,0,40,1
2549,7,0.64375,2,26,4876,0,40,3
1946,7,0.604166667,4,24,,3,40,2
739,3,0.58125,2,58,1015,0,40,0
40,2,0.320138889,5,31,36113,0,40,0
868,13,0.021527778,2,53,4870,0,40,1
2779,6,0.464583333,5,21,1445,0,100,2
539,13,0.672222222,1,2,2935,0,200,1
3249,7,0.436805556,5,14,2682,138,40,1
3387,8,0.697222222,1,3,28717,0,40,0
2745,11,0.4125,5,1,,0,40,0
3842,7,0.395833333,1,8,,1,40,0
2723,13,0.452083333,3,1,71,0,40,0
1371,9,0.546527778,7,40,529,0,40,1
1145,11,0.572222222,4,5,,0,20,0
1031,9,0.545833333,7,40,532,0,40,1
372,9,0.54375,1,23,971,0,40,0
667,11,0.605555556,2,22,50835,0,40,0
3479,,0.766666667,2,147,63883,0,40,0
3019,13,0.331944444,4,8,30357,0,40,1
357,11,0.513888889,3,147,189034,0,40,2
967,9,0.453472222,4,8,922,1,20,0
2831,0,0.511111111,4,23,645,0,40,0
2783,9,0.545138889,7,32,515,0,40,1
1353,12,0.590972222,5,1,1815,0,40,0
1035,12,0.415972222,5,5,2345,0,40,1
3018,4,0.575694444,2,5,726,0,40,0
470,4,0.577083333,4,5,534,0,20,0
3970,14,0.747222222,2,2,2935,0,40,1
3330,13,0.369444444,4,1,1050,0,200,1
1396,9,0.709027778,1,5,80,0,100,0
3584,5,0.675694444,3,6,3699,4,40,0
3704,8,0.493055556,3,1,3178,0,40,0
4016,8,0.579166667,2,29,25559,0,40,0
1549,12,0.611805556,3,16,9221,0,40,1
3376,14,0.784027778,3,17,1258,0,400,3
1256,12,0.699305556,1,3,3425,0,40,1
2094,14,0.750694444,3,21,3276,0,100,2
3473,,0.396527778,1,8,1167,288,40,1
3512,8,0.722222222,3,8,30644,0,40,0
1555,6,0.435416667,3,1,455,0,40,0
3964,14,0.835416667,5,341,3473,0,40,3
1250,9,0.661805556,3,20,2984,0,40,0
1699,9,0.7,3,3,197,0,40,0
1252,9,0.551388889,7,35,493,0,40,1
4164,13,0.747222222,5,13,,0,400,2
4179,14,0.702083333,3,4,2010,0,40,1
3284,9,0.522916667,5,16,421,2,40,0
2933,2,0.192361111,2,222,14247,0,40,2
79,13,0.75625,5,13,,33,40,0
1172,8,0.727777778,5,2,29765,0,40,0
814,8,0.683333333,1,45,,0,40,0
1852,12,0.7,2,26,4930,0,40,3
2220,9,0.709027778,5,10,2303,0,40,1
2719,14,0.38125,5,19,3246,0,40,1
4026,9,0.354166667,6,5,3497,0,20,0
3994,6,0.394444444,1,8,545,32,40,0
2105,9,0.654166667,3,31,508,0,40,0
133,7,0.4625,3,16,5736,10,40,1
1140,,0.560416667,2,13,107944,0,40,0
933,7,0.550694444,2,1,143,0,40,0
928,12,0.446527778,2,34,4769,0,40,1
823,3,0.729861111,2,52,1872,0,40,0
3480,,0.186805556,4,184,38143,0,40,3
3803,9,0.003472222,4,159,907,12,40,1
1531,13,0.413888889,5,2,2082,0,40,0
1214,0,0.454166667,2,27,1298,3,20,1
504,8,0.604166667,4,3,551,0,40,0
4307,5,0.653472222,3,41,2138,0,40,1
2395,11,0.615277778,2,13,93891,0,40,1
1996,,0.649305556,1,4,,0,40,0
2434,7,0.499305556,4,2,849,0,40,1
3072,12,0.470138889,5,42,5550,0,40,3
1958,12,0.624305556,2,13,3797,0,40,2
1384,12,0.71875,2,2,2597,0,40,1
894,2,0.522222222,1,6,23505,0,40,0
828,9,0.545833333,7,35,499,0,40,1
455,12,0.78125,2,8,,0,40,1
2523,2,0.310416667,2,215,20709,0,40,2
1683,13,0.478472222,1,11,241,7,40,1
3945,13,0.481944444,4,15,30966,0,40,1
3916,2,0.672916667,2,1,26576,0,200,1
3846,9,0.670833333,1,1,1175,0,200,0
652,13,0.625,2,13,7149,32,40,0
172,12,0.395833333,1,8,2650,54,40,0
3522,,0.563888889,3,62,972,0,20,1
3197,7,0.554166667,5,13,4742,10,40,2
38,5,0.584027778,2,26,,0,40,2
3602,12,0.65625,1,6,17395,0,40,1
1881,5,0.586805556,1,1,1205,0,40,0
713,9,0.565972222,4,28,1011,0,40,0
90,9,0.578472222,5,3,3728,22,100,0
2214,12,0.705555556,1,39,3287,14,40,2
1205,14,0.474305556,5,14,193,57,40,1
2923,8,0.522222222,5,13,62327,0,40,0
3783,14,0.55625,5,21,3270,0,40,1
3960,12,0.520833333,1,6,3364,146,40,1
3486,6,0.676388889,5,1,237,0,40,0
3323,13,0.482638889,3,1,2997,0,40,0
3141,5,0.7,4,6,12478,215,40,1
1827,8,0.738194444,2,2,16636,0,200,0
1155,9,0.460416667,5,22,2039,0,100,1
1324,5,0.580555556,5,46,39004,5,40,2
216,5,0.595138889,3,26,444,3,40,1
3398,9,0.545138889,7,34,496,0,40,1
510,8,0.49375,4,23,21366,0,40,0
1680,14,0.413194444,3,18,3223,0,100,1
499,6,0.356944444,4,61,936,9,20,0
3790,12,0.611111111,1,32,3310,0,40,1
1856,12,0.388194444,1,7,5967,0,40,0
1388,14,0.549305556,4,16,3234,0,40,1
1519,13,0.316666667,4,221,384,0,40,2
2386,8,0.552083333,4,1,709,0,40,0
4131,12,0.420138889,5,3,2304,0,40,0
3236,2,0.573611111,3,9,14016,0,40,0
2076,9,0.595138889,1,25,401,0,40,0
1540,13,0.466666667,1,11,,355,40,2
1217,13,0.615277778,4,3,108,0,40,0
2681,11,0.725694444,4,4,1433,0,40,0
2842,11,0.580555556,2,26,33733,0,40,0
2993,,0.452777778,2,2,6586,0,200,1
1416,2,0.611111111,1,32,22247,0,40,0
2217,9,0.531944444,1,2,265,0,40,0
3856,12,0.414583333,5,2,2154,0,40,1
1676,,0.431944444,5,2,4239,0,40,1
1197,,0.588194444,1,10,450,0,40,0
1542,7,0.583333333,3,15,5477,9,40,1
3301,13,0.750694444,1,13,3830,0,40,0
3848,9,0.838194444,4,21,151,0,40,0
2960,12,0.661111111,1,1,3217,0,200,2
2539,9,0.429166667,4,7,2595,0,40,0
953,13,0.739583333,1,16,4446,328,40,1
3145,12,0.481944444,1,1,2216,0,40,1
3080,9,0.619444444,4,10,82,3,40,0
2635,12,0.004166667,6,3,3038,0,40,1
750,8,0.660416667,3,4,43379,0,40,0
2705,3,0.591666667,3,1,106,0,40,0
234,12,0.740277778,1,16,4456,1,40,1
732,5,0.45,3,5,3788,92,40,0
1238,9,0.5875,2,13,2691,30,40,0
4121,,0.747222222,2,9,1106,0,40,0
1156,,0.634027778,2,13,20087,0,40,1
3944,12,0.036805556,1,3,3061,0,40,2
3888,12,0.826388889,3,6,,0,40,1
2445,8,0.704861111,5,16,30606,0,40,0
2982,9,0.928472222,5,5,3268,0,40,0
1209,13,0.44375,1,7,6591,55,40,1
1065,6,0.683333333,3,17,141,4,40,0
2156,,0.467361111,5,13,8285,155,40,0
1062,14,0.491666667,5,21,3305,0,40,1
2616,9,0.545833333,7,41,,0,40,1
1167,,0.661805556,1,23,2661,446,40,2
3222,9,0.634027778,7,6,2747,0,20,0
3636,4,0.475,5,14,140,0,40,0
3555,14,0.604861111,1,28,9928,5,40,1
1492,11,0.769444444,2,147,78946,0,40,1
2938,12,0.575694444,1,19,723,0,40,1
2995,7,0.46875,4,141,2914,1,40,1
3096,5,0.773611111,1,6,1371,0,40,0
3784,13,0.454166667,4,1,1835,0,40,0
4080,8,0.436805556,5,13,22058,0,40,0
3140,8,0.677083333,1,45,15390,0,40,0
884,14,0.631944444,2,3,2656,1,100,1
143,14,0.659722222,4,9,2941,65,40,1
1390,7,0.540277778,3,9,,99,40,0
3577,9,0.698611111,1,39,1180,157,40,2
850,8,0.45,2,2,33250,0,200,0
3635,,0.442361111,3,31,16824,0,40,0
3455,8,0.718055556,4,1,,0,40,0
2782,13,0.552083333,4,1,116,0,40,0
717,12,0.397222222,1,7,159,95,40,0
1819,12,0.471527778,5,22,5610,0,100,2
2502,11,0.685416667,3,1,14282,0,40,0
264,13,0.329166667,7,6,7884,0,40,0
75,2,0.525694444,2,222,87931,0,40,3
4198,7,0.775,1,13,3810,0,40,3
2492,12,0.574305556,2,1,207,0,40,0
395,14,0.643055556,4,27,3461,13,40,2
3900,13,0.423611111,3,1,2498,0,40,0
2224,14,0.711111111,2,15,3185,0,40,1
3090,12,0.576388889,4,10,8297,0,40,1
4188,9,0.925694444,1,31,1552,131,40,1
396,14,0.625694444,5,71,617,0,40,1
1365,9,0.479166667,3,31,1051,22,40,0
3824,12,0.617361111,3,8,1171,0,40,0
1903,3,0.578472222,2,2,255,0,40,0
595,14,0.632638889,4,27,393,3,20,2
2109,2,0.404861111,1,13,50397,0,40,0
1296,9,0.727777778,5,3,,0,40,0
1821,6,0.393055556,1,8,1703,144,40,0
872,8,0.458333333,4,27,3437,0,40,0
3974,13,0.484027778,1,14,7040,8,40,0
2264,12,0.480555556,2,13,3833,0,40,2
2326,9,0.405555556,2,5,9719,0,40,0
1548,0,0.404166667,1,13,4571,0,40,0
3766,9,0.727083333,1,11,540,1,40,0
3440,10,0.697916667,2,8,304,0,20,0
36,13,0.509722222,4,33,3451,4,40,0
4004,8,0.676388889,5,1,7513,0,40,0
2710,13,0.620138889,2,14,8821,1,40,0
3869,12,0.919444444,3,7,1222,0,40,2
2143,11,0.590277778,3,26,470,0,40,0
3913,9,0.651388889,4,17,267,0,40,0
977,11,0.448611111,2,2,42010,0,200,0
1571,13,0.550694444,2,1,1282,0,40,0
1122,5,0.694444444,1,25,373,0,40,0
3760,,0.726388889,5,2,5226,0,40,0
2786,3,0.444444444,3,1,180,0,40,0
2239,14,0.506944444,3,21,3291,67,40,1
2967,5,0.736111111,2,52,1940,3539,40,2
2504,14,0.45,3,6,830,188,40,1
1892,8,0.805555556,4,14,7522,0,40,0
3465,12,0.474305556,5,13,700,0,40,1
675,2,0.516666667,5,14,,0,40,0
2808,,0.684722222,1,11,84,1,40,0
3068,8,0.490277778,3,216,,0,40,1
3348,7,0.594444444,3,3,899,0,40,1
728,5,0.565972222,1,25,26075,3250,40,3
3491,13,0.610416667,4,4,93,0,40,0
3447,9,0.343055556,7,5,,0,20,0
412,9,0.778472222,3,7,327,0,40,0
3146,11,0.647222222,5,17,76894,0,40,1
1516,13,0.645138889,2,2,4183,0,40,0
1649,14,0.548611111,5,10,3154,0,40,2
3572,11,0.450694444,3,147,96795,0,40,1
825,,0.708333333,2,16,8682,0,40,1
3267,13,0.586805556,2,13,7734,0,40,0
616,7,0.373611111,4,1,586,0,200,2
114,5,0.688194444,5,7,5470,46,40,0
417,14,0.44375,5,16,3273,8,40,1
3069,9,0.911805556,1,5,1930,0,40,0
1625,7,0.736805556,5,14,4425,1,20,1
3017,14,0.420138889,5,2,,0,40,1
2652,9,0.431944444,4,8,126,0,40,0
4285,9,0.685416667,3,1,,0,40,0
89,7,0.510416667,5,3,952,0,40,1
2896,9,0.473611111,5,13,220,123,40,0
4011,8,0.580555556,2,26,41984,0,40,0
2082,11,0.457638889,3,1,6542,0,40,0
753,7,0.682638889,5,2,907,0,40,1
2546,12,0.702083333,2,46,734,91,40,2
3324,9,0.675694444,3,17,3334,0,40,0
3373,8,0.580555556,2,27,42016,0,40,0
1630,9,0.725694444,1,5,73,0,100,1
11,0,0.329861111,1,13,4446,0,40,1
2444,11,0.409027778,3,148,78963,0,40,1
284,14,0.4875,4,23,261,0,40,1
4217,14,0.678472222,5,8,1402,9,40,1
1066,8,0.739583333,2,1,126000,0,200,1
1191,,0.403472222,2,5,3469,0,40,0
1440,6,0.586111111,2,16,229,1,40,0
3648,13,0.779166667,2,8,4001,0,40,0
4195,12,0.696527778,5,10,7781,34,40,1
4192,14,0.575694444,4,10,2959,0,40,1
3498,7,0.608333333,4,1,602,0,40,0
2738,5,0.582638889,2,58,5036,80,40,1
4119,9,0.877777778,7,19,172,0,40,0
1568,9,0.444444444,3,1,591,0,40,0
2427,3,0.686805556,3,2,287,0,40,0
3746,14,0.756944444,2,21,3246,446,100,2
2737,12,0.448611111,3,3,2132,0,40,1
3948,7,0.566666667,4,28,,99,40,1
1687,13,0.453472222,2,3,4994,0,40,0
851,8,0.592361111,4,5,90983,0,40,0
3546,7,0.608333333,5,46,,104,40,2
2207,,0.671527778,5,1,25199,0,40,0
895,11,0.741666667,5,13,25476,0,400,1
496,9,0.610416667,2,10,79,1,40,2
2305,8,0.488888889,3,3,20800,0,40,0
1782,8,0.613888889,2,27,,0,40,0
335,9,0.589583333,5,21,1783,1718,40,1
2839,5,0.869444444,3,4,5004,0,40,1
3087,9,0.716666667,5,20,435,0,40,0
515,11,0.453472222,3,9,24985,0,40,0
1348,9,0.734722222,5,13,412,0,40,0
1015,9,0.425694444,2,11,2674,0,40,1
